id,client_id,variation
17837,4408287,Test
17838,5064401,Control
17839,9594636,Test
17840,6393514,Test
17841,3978758,Control
17842,176963,Test
17843,1177276,Test
17844,2782863,Control
17845,1825680,Control
17846,1871444,Control
17847,3525653,Control
17848,52765,Control
17849,1006084,Control
17850,4933409,Test
17851,202973,Test
17852,5074885,Control
17853,6120216,Test
17854,7416525,Test
17855,9049060,Test
17856,628743,Control
17857,1230632,Test
17858,4067691,Test
17859,4718004,Test
17860,5820267,Control
17861,5628645,Test
17862,3521874,Control
17863,8519626,Control
17864,3540313,Control
17865,7382803,Control
17866,3891531,Control
17867,9359463,Control
17868,6012802,Control
17869,6986050,Control
17870,812096,Test
17871,6400618,Test
17872,1840384,Test
17873,2538686,Test
17874,270527,Control
17875,9776846,Control
17876,378822,Test
17877,4034949,Test
17878,9895741,Control
17879,7650804,Control
17880,3085181,Test
17881,379863,Test
17882,9374460,Test
17883,357553,Test
17884,2604544,Control
17885,3347130,Control
17886,8732389,Control
17887,8661467,Test
17888,2970745,Test
17889,7218587,Control
17890,9912563,Control
17891,1511115,Test
17892,3090014,Control
17893,1100496,Control
17894,803233,Test
17895,3089464,Test
17896,1621856,Test
17897,4208202,Control
17898,8605485,Test
17899,8641637,Control
17900,5270469,Control
17901,7567200,Test
17902,2236448,Control
17903,518898,Test
17904,2853086,Test
17905,4110552,Test
17906,650791,Control
17907,1718738,Test
17908,4559044,Test
17909,3169491,Control
17910,1096862,Test
17911,6500787,Control
17912,6888735,Test
17913,485533,Control
17914,2948485,Test
17915,2254043,Control
17916,8938706,Control
17917,6588643,Control
17918,6253352,Control
17919,6829634,Test
17920,8632914,Control
17921,4700525,Control
17922,4516606,Control
17923,399381,Test
17924,3018285,Test
17925,8204998,Control
17926,5695081,Control
17927,2588255,Control
17928,9843998,Test
17929,9020085,Control
17930,7758973,Test
17931,6418037,Test
17932,7477915,Control
17933,5703569,Test
17934,2509777,Control
17935,4004319,Test
17936,5824205,Control
17937,8734008,Test
17938,4027459,Test
17939,6172188,Control
17940,1853094,Test
17941,7309471,Test
17942,648890,Control
17943,7350966,Test
17944,1499852,Test
17945,8174731,Test
17946,8038190,Test
17947,2004209,Control
17948,5070454,Test
17949,8828142,Test
17950,1555253,Control
17951,2694334,Test
17952,8620971,Test
17953,521446,Test
17954,4080642,Control
17955,1486086,Test
17956,4293448,Control
17957,6871641,Control
17958,5278439,Test
17959,3050718,Test
17960,8374042,Test
17961,1618887,Control
17962,5425372,Test
17963,1010276,Test
17964,1737677,Control
17965,7687397,Control
17966,7241877,Test
17967,5367054,Test
17968,2464747,Test
17969,3801646,Test
17970,8537653,Control
17971,3434508,Control
17972,9140320,Test
17973,2636270,Control
17974,5001200,Test
17975,2246870,Control
17976,9685222,Test
17977,8532371,Test
17978,3436674,Test
17979,637919,Test
17980,702749,Test
17981,3291616,Control
17982,7633969,Control
17983,8191544,Test
17984,1406054,Test
17985,2608155,Test
17986,3014872,Control
17987,5772912,Test
17988,6645335,Control
17989,959156,Control
17990,7539540,Test
17991,8084318,Test
17992,254302,Test
17993,999541,Test
17994,1855998,Test
17995,5718767,Test
17996,9092174,Test
17997,2532812,Control
17998,6905308,Test
17999,449421,Test
18000,5067166,Control
18001,1953774,Test
18002,4867576,Control
18003,6501008,Test
18004,6322965,Test
18005,2041724,Test
18006,3986763,Control
18007,9892434,Control
18008,2743662,Test
18009,4482916,Test
18010,475352,Control
18011,4833584,Test
18012,4014888,Control
18013,3050400,Control
18014,8627075,Control
18015,7012494,Control
18016,5090296,Control
18017,8774697,Test
18018,5851947,Control
18019,6536409,Test
18020,889478,Test
18021,7850183,Test
18022,5843376,Test
18023,1676540,Control
18024,3891653,Test
18025,8251796,Control
18026,7058142,Control
18027,7380792,Control
18028,7455684,Control
18029,3510156,Control
18030,9225498,Control
18031,4629942,Control
18032,6138455,Control
18033,407327,Control
18034,1266717,Control
18035,7347761,Test
18036,8538961,Control
18037,8684625,Test
18038,5671184,Control
18039,6137806,Control
18040,438886,Test
18041,4286400,Control
18042,5045508,Test
18043,3314571,Test
18044,6188944,Test
18045,9590497,Test
18046,4852454,Control
18047,6826954,Control
18048,2000088,Test
18049,6891177,Control
18050,2806397,Control
18051,6515538,Test
18052,7597144,Test
18053,7965693,Test
18054,4289440,Control
18055,7215502,Control
18056,7623407,Test
18057,403735,Test
18058,4714871,Test
18059,6328917,Test
18060,2215192,Test
18061,3824498,Test
18062,5306902,Test
18063,6273143,Test
18064,2371463,Test
18065,8550819,Test
18066,8136175,Control
18067,7185182,Test
18068,1293951,Test
18069,887670,Test
18070,8304027,Control
18071,8422352,Test
18072,9263432,Control
18073,3355516,Test
18074,28857,Control
18075,6494480,Test
18076,4431508,Control
18077,9833861,Test
18078,7100335,Control
18079,7971052,Test
18080,614255,Test
18081,2719803,Control
18082,4534151,Test
18083,3483027,Control
18084,82376,Control
18085,3860424,Control
18086,220394,Control
18087,1646150,Test
18088,1230812,Control
18089,763155,Control
18090,1734230,Test
18091,4874330,Test
18092,9670052,Test
18093,2651501,Control
18094,5855387,Control
18095,824923,Control
18096,3790873,Control
18097,5061461,Test
18098,5822638,Test
18099,2090255,Test
18100,7023188,Test
18101,5642736,Test
18102,8529788,Control
18103,1580440,Test
18104,953658,Test
18105,465007,Test
18106,865025,Control
18107,8927886,Test
18108,2744178,Control
18109,6801024,Test
18110,6517761,Test
18111,7240182,Test
18112,66543,Control
18113,3763288,Test
18114,3796559,Control
18115,4767794,Control
18116,4665347,Control
18117,6649965,Test
18118,2369775,Test
18119,201392,Control
18120,9658480,Test
18121,8088920,Test
18122,8442995,Test
18123,4526050,Control
18124,1002842,Test
18125,2321427,Control
18126,7800749,Control
18127,3702329,Test
18128,6182434,Test
18129,4622977,Test
18130,1210197,Test
18131,1806140,Test
18132,5471058,Test
18133,7181899,Control
18134,9182399,Test
18135,2653269,Test
18136,8505472,Control
18137,7796706,Test
18138,207109,Test
18139,5937062,Control
18140,5650112,Control
18141,8992229,Control
18142,1884635,Test
18143,9977138,Control
18144,6331553,Test
18145,5878965,Control
18146,9292933,Test
18147,1752209,Test
18148,7811847,Test
18149,374973,Test
18150,4975677,Control
18151,4665733,Test
18152,4417148,Control
18153,7481982,Control
18154,995004,Test
18155,2650327,Control
18156,6855557,Test
18157,475258,Control
18158,3714063,Control
18159,1687974,Control
18160,9897542,Control
18161,2746029,Control
18162,8216174,Control
18163,9242254,Control
18164,6683172,Control
18165,1735090,Control
18166,7360067,Control
18167,8649159,Test
18168,336166,Control
18169,128801,Control
18170,4354809,Test
18171,5669584,Test
18172,4927272,Control
18173,3691909,Control
18174,8501770,Control
18175,739791,Test
18176,2623324,Control
18177,2858015,Test
18178,8377551,Control
18179,6672315,Test
18180,4500155,Test
18181,8470926,Test
18182,5246819,Control
18183,7321698,Test
18184,1903430,Test
18185,6159830,Test
18186,967893,Test
18187,5128861,Control
18188,9242255,Test
18189,3250358,Control
18190,2584029,Test
18191,8967374,Test
18192,9395584,Test
18193,6544190,Test
18194,385095,Test
18195,9800528,Control
18196,1236099,Control
18197,2246115,Test
18198,4799604,Control
18199,1173197,Control
18200,3231341,Control
18201,8728238,Control
18202,9849606,Test
18203,9186575,Test
18204,8353994,Control
18205,5068244,Control
18206,4653962,Test
18207,4271815,Test
18208,7272378,Test
18209,4318822,Control
18210,7099047,Test
18211,3847004,Test
18212,1586517,Test
18213,6228082,Test
18214,916483,Test
18215,1433186,Control
18216,2228486,Control
18217,6749040,Test
18218,6933139,Test
18219,5523996,Control
18220,2108565,Test
18221,8413646,Control
18222,3679034,Test
18223,9641323,Test
18224,7465113,Test
18225,7095078,Control
18226,257907,Test
18227,6498491,Control
18228,6948811,Test
18229,7357596,Control
18230,8826419,Control
18231,4679420,Test
18232,1171953,Control
18233,8192981,Control
18234,3922965,Test
18235,7028113,Control
18236,8331391,Control
18237,2582611,Test
18238,5838920,Test
18239,6129967,Test
18240,6446363,Test
18241,1189894,Control
18242,2648130,Test
18243,941284,Test
18244,604096,Control
18245,9430937,Control
18246,1948090,Control
18247,4866504,Test
18248,6389951,Control
18249,1402600,Control
18250,8551376,Test
18251,6789992,Control
18252,6720587,Control
18253,8070244,Test
18254,6257603,Control
18255,6575566,Control
18256,9048685,Control
18257,28705,Control
18258,6305480,Test
18259,1260143,Control
18260,3587182,Control
18261,7885714,Test
18262,9329493,Control
18263,58867,Test
18264,6478983,Control
18265,1705026,Test
18266,2442261,Test
18267,5686421,Test
18268,1974302,Test
18269,8750508,Control
18270,3734746,Test
18271,6432102,Control
18272,2130538,Test
18273,6507041,Control
18274,8477190,Test
18275,7932417,Control
18276,7871701,Test
18277,9524089,Test
18278,2993768,Test
18279,9082476,Control
18280,3647252,Control
18281,4796189,Test
18282,6604868,Test
18283,8041324,Test
18284,938858,Control
18285,3293764,Control
18286,9283102,Test
18287,3763175,Control
18288,8288212,Test
18289,4717014,Control
18290,4445887,Control
18291,1579716,Control
18292,5686231,Test
18293,9735844,Control
18294,7178685,Test
18295,3860752,Control
18296,6742492,Control
18297,972193,Control
18298,796524,Control
18299,5176331,Test
18300,1643971,Control
18301,5371436,Test
18302,2919531,Control
18303,2657876,Test
18304,6834993,Test
18305,8847941,Control
18306,7147633,Control
18307,781162,Control
18308,7341362,Control
18309,9878179,Test
18310,3914767,Control
18311,6873326,Control
18312,2371126,Control
18313,1812764,Test
18314,2821306,Test
18315,161440,Test
18316,1323479,Control
18317,2875988,Control
18318,7961770,Control
18319,4780024,Test
18320,6308615,Test
18321,7419636,Test
18322,7395549,Control
18323,4126756,Control
18324,5190284,Control
18325,9616541,Test
18326,8982741,Test
18327,9692544,Control
18328,2423250,Control
18329,7458984,Test
18330,8039730,Test
18331,5111293,Control
18332,9218358,Test
18333,7786674,Test
18334,4700785,Control
18335,8695867,Test
18336,9195810,Control
18337,1569861,Control
18338,2462644,Test
18339,9337376,Control
18340,3907235,Control
18341,41122,Test
18342,2183946,Control
18343,5927616,Test
18344,9648575,Test
18345,2938423,Control
18346,2224929,Control
18347,638491,Test
18348,6040136,Control
18349,9573657,Test
18350,3770773,Control
18351,8173583,Test
18352,8276599,Test
18353,7517296,Test
18354,9935099,Test
18355,4016575,Control
18356,6042415,Control
18357,396393,Test
18358,9532309,Test
18359,2508453,Test
18360,4054953,Control
18361,3414284,Test
18362,2401912,Test
18363,4351510,Test
18364,5526294,Control
18365,7127835,Test
18366,5347773,Test
18367,5353871,Test
18368,4749395,Test
18369,7324480,Control
18370,233799,Control
18371,6875538,Test
18372,7271914,Test
18373,1584960,Control
18374,5971817,Test
18375,9043382,Test
18376,605382,Test
18377,7977368,Test
18378,5217227,Test
18379,7821811,Test
18380,8831077,Control
18381,6951157,Control
18382,2749187,Control
18383,4483567,Test
18384,3424954,Control
18385,349728,Test
18386,6595285,Control
18387,6903399,Test
18388,6355597,Test
18389,4476976,Test
18390,3522242,Control
18391,5930137,Test
18392,4930546,Test
18393,6599844,Test
18394,5485527,Test
18395,2779621,Test
18396,5824256,Control
18397,5802200,Test
18398,8905816,Control
18399,2809453,Control
18400,6170935,Test
18401,9423248,Control
18402,1833898,Test
18403,2167134,Test
18404,7787121,Control
18405,5892103,Test
18406,7656956,Test
18407,7000141,Test
18408,5155111,Control
18409,1267481,Control
18410,8082450,Control
18411,7002612,Test
18412,9476669,Control
18413,5968137,Test
18414,9622786,Test
18415,3946278,Test
18416,510497,Test
18417,8396404,Test
18418,4411400,Test
18419,8469745,Test
18420,618828,Control
18421,4467317,Test
18422,203427,Control
18423,1823241,Control
18424,7714718,Test
18425,7204908,Control
18426,3635775,Control
18427,1313437,Test
18428,927899,Test
18429,7180376,Test
18430,9386153,Control
18431,2088806,Test
18432,7564941,Control
18433,210347,Control
18434,8602065,Test
18435,1678227,Control
18436,9792293,Test
18437,5073391,Control
18438,715813,Control
18439,2532062,Control
18440,7459993,Test
18441,4328965,Test
18442,1247219,Test
18443,8021143,Test
18444,8917070,Control
18445,1955489,Test
18446,6351716,Control
18447,6546420,Control
18448,4096581,Control
18449,4906392,Control
18450,9440940,Control
18451,7058602,Control
18452,1478657,Test
18453,9457273,Control
18454,4420179,Test
18455,17160,Control
18456,9790636,Test
18457,6719638,Control
18458,3718601,Test
18459,4613101,Test
18460,8111781,Test
18461,9852469,Control
18462,5294264,Test
18463,3428507,Control
18464,3730863,Control
18465,1170647,Control
18466,1000062,Control
18467,6298412,Test
18468,198652,Test
18469,3866523,Test
18470,2782820,Control
18471,5526184,Control
18472,2000080,Test
18473,177765,Test
18474,4351225,Test
18475,1830451,Test
18476,8975894,Control
18477,6720287,Test
18478,431626,Test
18479,8873193,Test
18480,381961,Test
18481,1553954,Control
18482,6901566,Test
18483,6565387,Control
18484,4626790,Control
18485,401951,Control
18486,7326849,Control
18487,6934228,Test
18488,5986786,Control
18489,6187548,Test
18490,9420374,Test
18491,4177888,Control
18492,7875492,Test
18493,451897,Control
18494,6975269,Control
18495,5189825,Test
18496,365420,Test
18497,7241207,Control
18498,319807,Control
18499,6934323,Test
18500,8652675,Control
18501,4451593,Test
18502,9565614,Control
18503,9544519,Control
18504,6711443,Test
18505,5894241,Test
18506,7431735,Control
18507,7075953,Control
18508,1752365,Control
18509,7968918,Test
18510,617979,Control
18511,4244348,Test
18512,7372778,Test
18513,1442196,Control
18514,2073001,Control
18515,6280500,Control
18516,8272618,Test
18517,6783119,Control
18518,664340,Test
18519,8309125,Control
18520,5990216,Test
18521,8589900,Control
18522,1231025,Control
18523,8692286,Control
18524,2853271,Control
18525,3175143,Control
18526,7293063,Test
18527,4816873,Control
18528,3295388,Control
18529,8097138,Test
18530,4377222,Test
18531,2825450,Test
18532,3208047,Test
18533,7758380,Test
18534,7243507,Control
18535,6878953,Test
18536,3482718,Control
18537,3485651,Test
18538,200698,Test
18539,4522492,Test
18540,5072791,Control
18541,9537724,Control
18542,5265294,Test
18543,2575906,Test
18544,4054527,Test
18545,414245,Test
18546,2754914,Control
18547,9648192,Control
18548,1845333,Control
18549,2145857,Control
18550,7582181,Test
18551,9293360,Test
18552,7391927,Test
18553,9596642,Test
18554,3691827,Test
18555,2607843,Test
18556,6031907,Control
18557,8341255,Control
18558,2053219,Test
18559,3562277,Test
18560,3135929,Test
18561,5691316,Test
18562,5066162,Control
18563,4120229,Test
18564,2799623,Control
18565,3383807,Test
18566,1220589,Test
18567,6353548,Control
18568,1081417,Test
18569,2561640,Test
18570,9726084,Control
18571,7635946,Control
18572,1616120,Control
18573,4978709,Control
18574,3591489,Control
18575,3444332,Test
18576,8067628,Test
18577,1611437,Control
18578,366887,Test
18579,1198613,Test
18580,2846287,Test
18581,4313666,Test
18582,4834062,Control
18583,9947843,Test
18584,8432960,Control
18585,2204634,Control
18586,4404931,Control
18587,6344385,Test
18588,8601093,Test
18589,2193235,Control
18590,1518182,Test
18591,2847543,Test
18592,9418751,Control
18593,8142398,Test
18594,5781223,Test
18595,358189,Control
18596,6277814,Test
18597,8668342,Test
18598,8328352,Test
18599,6528295,Control
18600,2368346,Test
18601,8930630,Test
18602,9690885,Test
18603,4301998,Test
18604,1354950,Test
18605,4051804,Control
18606,4361167,Control
18607,7900848,Test
18608,2497279,Test
18609,2727344,Test
18610,7411977,Control
18611,3537871,Test
18612,5642056,Test
18613,8539205,Control
18614,530883,Test
18615,7671778,Control
18616,7278519,Test
18617,6685904,Control
18618,7836881,Control
18619,9728181,Control
18620,5473597,Test
18621,5833170,Control
18622,9025989,Test
18623,1630675,Test
18624,8031474,Control
18625,3299174,Control
18626,1973989,Test
18627,8243653,Control
18628,3852832,Test
18629,6252219,Control
18630,5926831,Control
18631,3764694,Test
18632,9599779,Control
18633,2442831,Test
18634,4013780,Test
18635,2715707,Control
18636,2748394,Test
18637,9043926,Test
18638,6555289,Control
18639,5680443,Control
18640,8190789,Control
18641,7736224,Test
18642,1484555,Test
18643,8467005,Test
18644,5040709,Control
18645,1488806,Control
18646,4590720,Control
18647,6465512,Test
18648,6237495,Control
18649,9893446,Test
18650,7904770,Test
18651,5508444,Test
18652,918104,Test
18653,8588068,Control
18654,7705920,Control
18655,4877080,Test
18656,910877,Test
18657,9578246,Test
18658,4074599,Test
18659,2866707,Test
18660,2409327,Control
18661,7042886,Control
18662,2065266,Test
18663,4049653,Test
18664,6137896,Control
18665,970290,Test
18666,45232,Test
18667,8988421,Test
18668,5205973,Control
18669,2080265,Control
18670,9208835,Test
18671,9529062,Control
18672,9210377,Control
18673,48241,Control
18674,8473396,Control
18675,8295715,Test
18676,5512076,Test
18677,6710934,Test
18678,3747619,Test
18679,3510441,Test
18680,6664052,Control
18681,9490175,Control
18682,8454706,Test
18683,636209,Control
18684,2452877,Test
18685,3134098,Control
18686,8662232,Control
18687,996578,Control
18688,511678,Test
18689,9076129,Test
18690,6238744,Control
18691,6832799,Test
18692,7944052,Test
18693,462526,Test
18694,9925418,Test
18695,4044316,Test
18696,1392294,Control
18697,4805390,Test
18698,9029295,Test
18699,5338990,Test
18700,9420825,Test
18701,4316349,Test
18702,4706458,Test
18703,5114958,Test
18704,6448518,Control
18705,9560978,Test
18706,76481,Test
18707,4570977,Test
18708,8563982,Control
18709,2923314,Test
18710,3052460,Control
18711,2807656,Test
18712,7647547,Test
18713,9120385,Test
18714,5995160,Test
18715,1967874,Test
18716,2232411,Test
18717,8094800,Test
18718,1251242,Control
18719,8575061,Test
18720,8375225,Control
18721,872784,Control
18722,970695,Test
18723,2952627,Test
18724,4834313,Control
18725,5751088,Control
18726,9460469,Test
18727,4755697,Test
18728,5067978,Test
18729,2545668,Control
18730,5899205,Test
18731,3800969,Test
18732,2399201,Control
18733,1766394,Control
18734,2293046,Control
18735,7949709,Test
18736,3886037,Test
18737,7630828,Test
18738,9918641,Control
18739,3599890,Test
18740,2694302,Control
18741,4687142,Test
18742,1856884,Control
18743,2222915,Test
18744,9309362,Test
18745,753410,Test
18746,9542338,Test
18747,2336012,Control
18748,9620424,Test
18749,3797617,Test
18750,7703063,Control
18751,1907976,Test
18752,3257320,Control
18753,3394350,Control
18754,160144,Test
18755,9582771,Test
18756,3134968,Control
18757,6166472,Test
18758,3572257,Control
18759,265126,Test
18760,8777706,Test
18761,2928028,Test
18762,9415635,Control
18763,1906178,Test
18764,6590312,Control
18765,2777442,Test
18766,786975,Test
18767,4417192,Test
18768,7324294,Test
18769,8051597,Control
18770,3443014,Test
18771,1940744,Test
18772,4090794,Control
18773,7025223,Control
18774,1271836,Control
18775,6125197,Control
18776,1957546,Test
18777,6317776,Control
18778,8815594,Test
18779,2950972,Test
18780,2435403,Test
18781,1246799,Control
18782,5281064,Control
18783,8843028,Control
18784,4092262,Control
18785,1331385,Test
18786,5482003,Control
18787,3623679,Control
18788,7785047,Test
18789,5357605,Control
18790,8863885,Control
18791,6838834,Test
18792,6911659,Control
18793,6795991,Test
18794,3281409,Test
18795,4353523,Control
18796,886333,Control
18797,739077,Control
18798,9149741,Test
18799,608061,Test
18800,4999834,Control
18801,2193034,Control
18802,4406097,Test
18803,623616,Control
18804,9123885,Control
18805,2409622,Control
18806,4060120,Control
18807,6740178,Control
18808,3525800,Test
18809,7134160,Control
18810,5516477,Test
18811,5449406,Test
18812,2651390,Test
18813,5650468,Control
18814,2624205,Control
18815,9670348,Test
18816,8369849,Test
18817,2169491,Test
18818,7256667,Control
18819,5589444,Test
18820,5210640,Test
18821,2520632,Control
18822,6806397,Test
18823,3954776,Control
18824,2829680,Test
18825,3721637,Test
18826,4552154,Control
18827,3214086,Test
18828,559678,Test
18829,6324492,Test
18830,2668008,Control
18831,511906,Test
18832,7331597,Control
18833,3589009,Control
18834,2328452,Control
18835,56923,Test
18836,8957145,Control
18837,893426,Test
18838,4929937,Control
18839,1574498,Control
18840,8906223,Control
18841,7204594,Control
18842,2706662,Control
18843,2291193,Control
18844,9009242,Control
18845,1770959,Control
18846,9677689,Control
18847,3237999,Test
18848,4464535,Test
18849,824508,Test
18850,108438,Control
18851,3837966,Control
18852,226403,Control
18853,2751453,Control
18854,4295057,Test
18855,2558453,Test
18856,212654,Test
18857,9392075,Control
18858,7350431,Control
18859,8412534,Control
18860,6063554,Control
18861,826542,Test
18862,9348632,Control
18863,3993117,Control
18864,9528795,Control
18865,3931941,Control
18866,3237701,Control
18867,8315808,Control
18868,997697,Control
18869,9858062,Test
18870,3751935,Test
18871,1737219,Test
18872,3078031,Test
18873,5413319,Control
18874,6017434,Control
18875,5947847,Control
18876,2524845,Control
18877,7730434,Test
18878,3466102,Control
18879,3465652,Test
18880,748233,Test
18881,1729070,Test
18882,6579471,Control
18883,9922747,Control
18884,4353254,Test
18885,7103109,Control
18886,230423,Test
18887,1894515,Test
18888,5926228,Test
18889,7980181,Control
18890,3398348,Test
18891,7527567,Test
18892,3348875,Test
18893,5547047,Control
18894,8071097,Control
18895,3208119,Test
18896,1520781,Test
18897,6283100,Test
18898,214998,Control
18899,4612340,Control
18900,9854781,Test
18901,5903293,Control
18902,9994764,Test
18903,9642505,Test
18904,5094615,Test
18905,2284868,Control
18906,4425819,Test
18907,2509466,Test
18908,1501374,Control
18909,5631462,Test
18910,6876874,Test
18911,7558925,Test
18912,1772218,Control
18913,1373403,Test
18914,6107368,Test
18915,960580,Test
18916,6053849,Test
18917,1943776,Control
18918,6636581,Test
18919,6114049,Control
18920,5690823,Test
18921,6981952,Control
18922,6352453,Test
18923,8433852,Control
18924,3382940,Test
18925,6141254,Test
18926,3571114,Test
18927,3127596,Test
18928,8576384,Test
18929,4392849,Control
18930,2026560,Control
18931,4064969,Control
18932,6815037,Control
18933,475362,Control
18934,6593778,Test
18935,4398956,Test
18936,6518469,Control
18937,6784951,Test
18938,2870176,Test
18939,2262356,Control
18940,4308109,Control
18941,6811955,Control
18942,2245552,Test
18943,1115902,Control
18944,6341223,Test
18945,6197062,Control
18946,4865096,Test
18947,4869303,Test
18948,3031356,Test
18949,3386953,Test
18950,7867338,Control
18951,6649463,Control
18952,2346934,Test
18953,6824135,Test
18954,5757524,Test
18955,5760465,Test
18956,3535282,Control
18957,1631322,Control
18958,8164042,Control
18959,9051760,Control
18960,9607208,Test
18961,8696373,Control
18962,2843606,Test
18963,9194809,Control
18964,4196060,Control
18965,1411830,Control
18966,6323060,Test
18967,195446,Control
18968,2991457,Control
18969,9233946,Test
18970,8747380,Control
18971,7113524,Control
18972,5825322,Test
18973,9806793,Control
18974,2100975,Test
18975,9955052,Test
18976,1860048,Control
18977,3247468,Control
18978,7076901,Control
18979,5325077,Test
18980,8563377,Test
18981,3101849,Control
18982,8531948,Test
18983,4366568,Test
18984,8791413,Control
18985,8425867,Test
18986,9149348,Test
18987,957724,Control
18988,4165094,Control
18989,8831208,Control
18990,4557366,Control
18991,6620676,Test
18992,9959662,Test
18993,8919156,Control
18994,1266016,Control
18995,2926621,Test
18996,3480781,Control
18997,8417772,Control
18998,2431679,Control
18999,6780608,Control
19000,5681335,Control
19001,4069336,Test
19002,3477943,Test
19003,4319069,Control
19004,2593251,Control
19005,8714995,Test
19006,1436536,Control
19007,4423162,Control
19008,9220903,Test
19009,8180297,Control
19010,3223172,Test
19011,1620626,Control
19012,4141660,Test
19013,5080645,Control
19014,6143776,Test
19015,5075546,Test
19016,3816013,Test
19017,6018149,Control
19018,8046380,Control
19019,3843683,Control
19020,2533841,Control
19021,6844069,Control
19022,7848377,Control
19023,5615347,Control
19024,7720553,Test
19025,643862,Test
19026,5728114,Control
19027,9577508,Control
19028,8207265,Control
19029,314209,Test
19030,9751,Test
19031,6889564,Control
19032,4124935,Control
19033,5876225,Test
19034,6150349,Control
19035,2620510,Control
19036,3930361,Test
19037,5678260,Test
19038,3167061,Control
19039,4069319,Control
19040,8928795,Test
19041,1957227,Test
19042,896486,Control
19043,8924493,Control
19044,82869,Control
19045,2828054,Control
19046,3605308,Test
19047,1284080,Control
19048,253211,Test
19049,453288,Test
19050,649107,Control
19051,5224408,Test
19052,714613,Test
19053,9230154,Control
19054,9436398,Control
19055,3534994,Test
19056,6380570,Test
19057,9492513,Test
19058,3910459,Control
19059,8275004,Test
19060,6409037,Test
19061,394458,Test
19062,2110308,Control
19063,5555416,Control
19064,1533449,Control
19065,3430492,Test
19066,8941663,Control
19067,2748333,Test
19068,1145173,Control
19069,6909039,Control
19070,3638761,Control
19071,962198,Test
19072,5341240,Control
19073,784980,Test
19074,8950911,Control
19075,4974008,Control
19076,5127856,Test
19077,3081692,Control
19078,5541301,Test
19079,1079786,Control
19080,3332497,Control
19081,1672165,Test
19082,6319245,Test
19083,5562982,Test
19084,2084279,Test
19085,3355542,Test
19086,2221190,Test
19087,5871989,Test
19088,2222297,Test
19089,5195261,Control
19090,3330070,Control
19091,3481694,Test
19092,65716,Control
19093,2655180,Control
19094,8065299,Control
19095,8609111,Control
19096,4562463,Control
19097,8917762,Control
19098,254417,Test
19099,6751866,Control
19100,1258779,Test
19101,7164954,Test
19102,529113,Control
19103,2318024,Control
19104,149108,Test
19105,2836203,Control
19106,9006100,Test
19107,1538385,Control
19108,3589777,Control
19109,4779111,Test
19110,6625416,Control
19111,4705857,Control
19112,1973922,Test
19113,9912757,Test
19114,7104158,Control
19115,2090939,Control
19116,1663576,Control
19117,5794515,Control
19118,5971469,Test
19119,200372,Control
19120,3823739,Test
19121,5964393,Test
19122,7106246,Test
19123,2089071,Control
19124,3413528,Test
19125,9094992,Test
19126,718189,Test
19127,7700727,Test
19128,8576987,Control
19129,6206396,Test
19130,3608477,Control
19131,4406423,Control
19132,3907200,Test
19133,8262994,Test
19134,261857,Control
19135,4116392,Test
19136,1175592,Control
19137,4645579,Test
19138,9184334,Control
19139,8053397,Control
19140,1830716,Control
19141,4724147,Test
19142,2551192,Control
19143,826807,Test
19144,7673677,Control
19145,7774000,Test
19146,4413114,Test
19147,715865,Control
19148,2665926,Control
19149,2361582,Test
19150,1274170,Test
19151,2825254,Test
19152,9102469,Control
19153,3539756,Test
19154,8772860,Test
19155,9134207,Test
19156,940850,Test
19157,4833921,Control
19158,91254,Test
19159,6575347,Test
19160,5127519,Test
19161,5412595,Control
19162,7782643,Control
19163,2109862,Test
19164,8984189,Control
19165,9826940,Control
19166,3218552,Control
19167,1747273,Test
19168,6236471,Test
19169,7380735,Test
19170,7101619,Test
19171,360674,Test
19172,2512762,Test
19173,6272746,Test
19174,2801144,Test
19175,4726242,Test
19176,6490318,Test
19177,4320662,Control
19178,2243576,Test
19179,7920656,Test
19180,8309245,Test
19181,2124044,Control
19182,2063805,Control
19183,9278415,Test
19184,9431997,Test
19185,6814118,Test
19186,4902300,Control
19187,8341093,Control
19188,9677027,Test
19189,4412020,Test
19190,3118535,Test
19191,3236736,Test
19192,181125,Test
19193,7063896,Control
19194,5292917,Test
19195,8996595,Control
19196,2371536,Control
19197,3498098,Test
19198,5268166,Test
19199,7890217,Test
19200,8153393,Control
19201,8781124,Control
19202,526971,Control
19203,6469127,Test
19204,8124903,Test
19205,8338173,Control
19206,6821273,Test
19207,494367,Test
19208,3604421,Control
19209,3324728,Control
19210,9688073,Control
19211,1599587,Test
19212,1496846,Control
19213,5287180,Test
19214,3385279,Test
19215,5181226,Test
19216,5576836,Control
19217,956630,Control
19218,9093722,Test
19219,8721147,Test
19220,1109486,Test
19221,6869641,Test
19222,3117895,Test
19223,2347179,Test
19224,8665449,Test
19225,875259,Test
19226,8767889,Test
19227,7334140,Control
19228,6134470,Control
19229,4732760,Test
19230,2727697,Control
19231,6886987,Test
19232,7775123,Control
19233,6072994,Test
19234,3935692,Control
19235,7221781,Test
19236,5921541,Control
19237,7151751,Control
19238,1403609,Control
19239,777118,Test
19240,506479,Test
19241,8885642,Test
19242,7208864,Control
19243,779216,Control
19244,744911,Test
19245,6081543,Control
19246,737959,Control
19247,3323243,Control
19248,36342,Test
19249,1982276,Control
19250,5725237,Test
19251,9049387,Test
